DeckId;DeckName;DeckNameWithoutSpaces;NameCard;Version;Column1
DP26;Duelist Pack: Duelists of the Abyss;Duelist-Pack:-Duelists-of-the-Abyss;Abyss Shark (V.2 - Secret Rare);2;Secret Rare
CMC;Kapselmonster Kolosseum;Kapselmonster-Kolosseum;Abyss Soldier;0;
CP02;Champion Pack: Game Two;Champion-Pack:-Game-Two;Abyss Soldier;0;
DR02;Duel Royale Deck Set EX Round 2;Duel-Royale-Deck-Set-EX-Round-2;Abyss Soldier;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Abyss Soldier;0;
SDRE;Structure Deck: Realm of the Sea Emperor;Structure-Deck:-Realm-of-the-Sea-Emperor;Abyss Soldier;0;
CROS;Crossed Souls;Crossed-Souls;Abyss Stungray;0;
CROS-JP;Crossed Souls (OCG);Crossed-Souls-(OCG);Abyss Stungray;0;
MP16;2016 Mega-Tin Mega Pack;2016-Mega-Tin-Mega-Pack;Abyss Stungray;0;
ABYR;Abyss Rising;Abyss-Rising;Abyss Warrior;0;
DR3;Dark Revelation 3;Dark-Revelation-3;Abyssal Designator;0;
SOD;Soul of the Duelist;Soul-of-the-Duelist;Abyssal Designator;0;
TAEV;Tactical Evolution;Tactical-Evolution;Abyssal Kingshark;0;
TU05;Turbo Pack: Booster Five;Turbo-Pack:-Booster-Five;Abyssal Kingshark;0;
BP01;Battle Pack: Epic Dawn;Battle-Pack:-Epic-Dawn;Abyssal Kingshark (V.1 - Common);1;Common
BP01;Battle Pack: Epic Dawn;Battle-Pack:-Epic-Dawn;Abyssal Kingshark (V.2 - Starfoil Rare);2;Starfoil Rare
CBLZ;Cosmo Blazer;Cosmo-Blazer;Abyss-scale of Cetus;0;
ABYR;Abyss Rising;Abyss-Rising;Abyss-scale of the Kraken;0;
LTGY;Lord of the Tachyon Galaxy;Lord-of-the-Tachyon-Galaxy;Abyss-scale of the Mizuchi;0;
MP14;2014 Mega-Tins Mega-Pack;2014-Mega-Tins-Mega-Pack;Abyss-scale of the Mizuchi;0;
CBLZ;Cosmo Blazer;Cosmo-Blazer;Abyss-scorn;0;
ABYR;Abyss Rising;Abyss-Rising;Abyss-sphere (V.1 - Ultra Rare);1;Ultra Rare
ABYR;Abyss Rising;Abyss-Rising;Abyss-sphere (V.2 - Ultimate Rare);2;Ultimate Rare
ABYR;Abyss Rising;Abyss-Rising;Abyss-squall;0;
ABYR;Abyss Rising;Abyss-Rising;Abyss-strom;0;
HC01;History Archive Collection;History-Archive-Collection;Accel Synchro Stardust Dragon (V.1 - Super Rare);1;Super Rare
HC01;History Archive Collection;History-Archive-Collection;Accel Synchro Stardust Dragon (V.2 - Secret Rare);2;Secret Rare
HC01;History Archive Collection;History-Archive-Collection;Accel Synchro Stardust Dragon (V.3 - Ultimate Rare);3;Ultimate Rare
HC01;History Archive Collection;History-Archive-Collection;Accel Synchro Stardust Dragon (V.4 - Starlight Rare);4;Starlight Rare
DP23;Duelist Pack: Legend Duelist 6;Duelist-Pack:-Legend-Duelist-6;Accel Synchron;0;
LDS3;Legendary Duelists: Season 3;Legendary-Duelists:-Season-3;Accel Synchron;0;
LED6;Legendary Duelists: Magical Hero;Legendary-Duelists:-Magical-Hero;Accel Synchron;0;
SD28;Structure Deck: Synchron Extreme (OCG);Structure-Deck:-Synchron-Extreme-(OCG);Accel Synchron;0;
SDSE;Structure Deck: Synchron Extreme;Structure-Deck:-Synchron-Extreme;Accel Synchron;0;
DP20;Duelist Pack: Legend Duelist 3;Duelist-Pack:-Legend-Duelist-3;Accellight;0;
LED3;Legendary Duelists: White Dragon Abyss;Legendary-Duelists:-White-Dragon-Abyss;Accellight;0;
ZTIN;2013 Zexal Collection Tin;2013-Zexal-Collection-Tin;Accellight;0;
ETCO;Eternity Code;Eternity-Code;Accesscode Talker;0;
MGED;Maximum Gold: El Dorado;Maximum-Gold:-El-Dorado;Accesscode Talker;0;
SUB1;Secret Utility Box;Secret-Utility-Box;Accesscode Talker;0;
HC01;History Archive Collection;History-Archive-Collection;Accesscode Talker (V.1 - Parallel Rare);1;Parallel Rare
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Accesscode Talker (V.1 - Secret Rare);1;Secret Rare
ETCO-JP;Eternity Code (OCG);Eternity-Code-(OCG);Accesscode Talker (V.1 - Ultra Rare);1;Ultra Rare
ETCO-JP;Eternity Code (OCG);Eternity-Code-(OCG);Accesscode Talker (V.2 - Secret Rare);2;Secret Rare
HC01;History Archive Collection;History-Archive-Collection;Accesscode Talker (V.2 - Secret Rare);2;Secret Rare
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Accesscode Talker (V.2 - Starlight Rare);2;Starlight Rare
ETCO-JP;Eternity Code (OCG);Eternity-Code-(OCG);Accesscode Talker (V.3 - Special);3;Special
HC01;History Archive Collection;History-Archive-Collection;Accesscode Talker (V.3 - Ultimate Rare);3;Ultimate Rare
ETCO-JP;Eternity Code (OCG);Eternity-Code-(OCG);Accesscode Talker (V.4 - Ultimate Rare);4;Ultimate Rare
ETCO-JP;Eternity Code (OCG);Eternity-Code-(OCG);Accesscode Talker (V.5 - Holographic Rare);5;Holographic Rare
CDIP;Cyberdark Impact;Cyberdark-Impact;Accumulated Fortune;0;
GENF;Generation Force;Generation-Force;Achacha Archer;0;
YS13;Super Starter: V for Victory;Super-Starter:-V-for-Victory;Achacha Archer;0;
SP13;Star Pack 2013;Star-Pack-2013;Achacha Archer (V.1 - Common);1;Common
SP13;Star Pack 2013;Star-Pack-2013;Achacha Archer (V.2 - Starfoil Rare);2;Starfoil Rare
ABYR;Abyss Rising;Abyss-Rising;Achacha Chanbara;0;
IGAS;Ignition Assault;Ignition-Assault;Achichi @Ignister;0;
IGAS-JP;Ignition Assault (OCG);Ignition-Assault-(OCG);Achichi @Ignister;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Achichi @Ignister;0;
DL8;Duelist League Series 8;Duelist-League-Series-8;Acid Rain;0;
DT02;Duel Terminal 2;Duel-Terminal-2;Acid Rain;0;
DDS;Dark Duel Stories;Dark-Duel-Stories;Acid Trap Hole;0;
LCYW;Legendary Collection 3: Mega Pack;Legendary-Collection-3:-Mega-Pack;Acid Trap Hole;0;
MIL1;Millennium Pack;Millennium-Pack;Acid Trap Hole;0;
SBCB;Speed Duel: Battle City Box;Speed-Duel:-Battle-City-Box;Acid Trap Hole;0;
SDD;Stairway to the Destined Duel;Stairway-to-the-Destined-Duel;Acid Trap Hole;0;
SDMA;Structure Deck: Marik;Structure-Deck:-Marik;Acid Trap Hole;0;
15AX-Y;Duelist Road -Piece of Memory- Side: Yami Yugi;Duelist-Road--Piece-of-Memory--Side:-Yami-Yugi;Acid Trap Hole (V.1 - Common);1;Common
SOI;Shadow of Infinity;Shadow-of-Infinity;Acid Trap Hole (V.1 - Ultra Rare);1;Ultra Rare
15AX-Y;Duelist Road -Piece of Memory- Side: Yami Yugi;Duelist-Road--Piece-of-Memory--Side:-Yami-Yugi;Acid Trap Hole (V.2 - Parallel Rare);2;Parallel Rare
SOI;Shadow of Infinity;Shadow-of-Infinity;Acid Trap Hole (V.2 - Secret Rare);2;Secret Rare
PTDN;Phantom Darkness;Phantom-Darkness;Acidic Downpour;0;
PHSW;Photon Shockwave;Photon-Shockwave;Acorno;0;
DR1;Dark Revelation 1;Dark-Revelation-1;Acrobat Monkey;0;
YSDS;Starter Deck: Syrus;Starter-Deck:-Syrus;Acrobat Monkey;0;
DCR;Dark Crisis;Dark-Crisis;Acrobat Monkey (V.1 - Common);1;Common
DCR;Dark Crisis;Dark-Crisis;Acrobat Monkey (V.2 - Common);2;Common
SD31;Structure Deck: Pendulum Evolution;Structure-Deck:-Pendulum-Evolution;Acrobatic Magician;0;
TDIL;The Dark Illusion;The-Dark-Illusion;Acrobatic Magician;0;
TDIL-JP;The Dark Illusion (OCG);The-Dark-Illusion-(OCG);Acrobatic Magician (V.1 - Super Rare);1;Super Rare
TDIL-JP;The Dark Illusion (OCG);The-Dark-Illusion-(OCG);Acrobatic Magician (V.2 - Secret Rare);2;Secret Rare
CHIM;Chaos Impact;Chaos-Impact;Action Magic - Double Banking;0;
PP20;Premium Pack 20;Premium-Pack-20;Action Magic - Double Banking (V.1 - Common);1;Common
PP20;Premium Pack 20;Premium-Pack-20;Action Magic - Double Banking (V.2 - Ultra Rare);2;Ultra Rare
CHIM;Chaos Impact;Chaos-Impact;Action Magic - Full Turn;0;
PP20;Premium Pack 20;Premium-Pack-20;Action Magic - Full Turn (V.1 - Common);1;Common
PP20;Premium Pack 20;Premium-Pack-20;Action Magic - Full Turn (V.2 - Ultra Rare);2;Ultra Rare
BODE;Burst of Destiny;Burst-of-Destiny;Ad Libitum of Despia;0;
BODE-JP;Burst of Destiny (OCG);Burst-of-Destiny-(OCG);Ad Libitum of Despia;0;
MP22;2022 Tin of the Pharaoh's Gods;2022-Tin-of-the-Pharaoh's-Gods;Ad Libitum of Despia;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Analyzer;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Analyzer;0;
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Analyzer (V.1 - Common);1;Common
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Analyzer (V.2 - Parallel Rare);2;Parallel Rare
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Crystal - Dragite;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Crystal - Dragite;0;
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Crystal - Dragite (V.1 - Common);1;Common
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Crystal - Dragite (V.2 - Parallel Rare);2;Parallel Rare
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Crystal - Leonite;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Crystal - Leonite;0;
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Crystal - Leonite (V.1 - Common);1;Common
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Crystal - Leonite (V.2 - Parallel Rare);2;Parallel Rare
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Crystal - Raptite;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Crystal - Raptite;0;
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Crystal - Raptite (V.1 - Common);1;Common
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Crystal - Raptite (V.2 - Parallel Rare);2;Parallel Rare
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Friends;0;
ROTD;Rise of the Duelist;Rise-of-the-Duelist;Adamancipator Friends;0;
ROTD-JP;Rise of the Duelist (OCG);Rise-of-the-Duelist-(OCG);Adamancipator Friends;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Laputite;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Laputite;0;
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Laputite (V.1 - Common);1;Common
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Laputite (V.2 - Parallel Rare);2;Parallel Rare
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Relief;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Relief;0;
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Relief (V.1 - Common);1;Common
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Relief (V.2 - Parallel Rare);2;Parallel Rare
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Researcher;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Researcher;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Researcher;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Resonance;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Resonance;0;
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Resonance (V.1 - Common);1;Common
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Resonance (V.2 - Parallel Rare);2;Parallel Rare
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Risen - Dragite;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Risen - Dragite;0;
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Risen - Dragite (V.1 - Ultra Rare);1;Ultra Rare
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Risen - Dragite (V.2 - Secret Rare);2;Secret Rare
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Risen - Leonite;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Risen - Leonite;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Risen - Leonite;0;
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Risen - Raptite;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Risen - Raptite;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Risen - Raptite;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Seeker;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Seeker;0;
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Seeker (V.1 - Common);1;Common
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Seeker (V.2 - Parallel Rare);2;Parallel Rare
DBSS;Deck Build Pack: Secret Slayers;Deck-Build-Pack:-Secret-Slayers;Adamancipator Signs;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Adamancipator Signs;0;
SESL;Secret Slayers;Secret-Slayers;Adamancipator Signs;0;
23PP;Premium Pack 2023;Premium-Pack-2023;Additional Mirror Level 7 (V.1 - Common);1;Common
23PP;Premium Pack 2023;Premium-Pack-2023;Additional Mirror Level 7 (V.2 - Parallel Rare);2;Parallel Rare
23PP;Premium Pack 2023;Premium-Pack-2023;Additional Mirror Level 7 (V.3 - Super Rare);3;Super Rare
23PP;Premium Pack 2023;Premium-Pack-2023;Additional Mirror Level 7 (V.4 - Secret Rare);4;Secret Rare
23PP;Premium Pack 2023;Premium-Pack-2023;Additional Mirror Level 7 (V.5 - Special);5;Special
BPW2;Battle Pack 2: War of the Giants - Round 2;Battle-Pack-2:-War-of-the-Giants---Round-2;Adhesion Trap Hole;0;
DR1;Dark Revelation 1;Dark-Revelation-1;Adhesion Trap Hole;0;
DT01;Duel Terminal 1;Duel-Terminal-1;Adhesion Trap Hole;0;
LCJW;Legendary Collection 4: Mega Pack;Legendary-Collection-4:-Mega-Pack;Adhesion Trap Hole;0;
MFC;Magician's Force;Magician's-Force;Adhesion Trap Hole;0;
SS03;Speed Duel Starter Decks: Ultimate Predators;Speed-Duel-Starter-Decks:-Ultimate-Predators;Adhesion Trap Hole;0;
STP2;Speed Duel: Tournament Pack 2;Speed-Duel:-Tournament-Pack-2;Adhesion Trap Hole;0;
WGRT;War of the Giants Reinforcements;War-of-the-Giants-Reinforcements;Adhesion Trap Hole;0;
BPW2;Battle Pack 2: War of the Giants - Round 2;Battle-Pack-2:-War-of-the-Giants---Round-2;Adhesive Explosive;0;
DR04;Dark Revelation 4;Dark-Revelation-4;Adhesive Explosive;0;
WGRT;War of the Giants Reinforcements;War-of-the-Giants-Reinforcements;Adhesive Explosive;0;
SOI;Shadow of Infinity;Shadow-of-Infinity;Adhesive Explosive (V.1 - Ultimate Rare);1;Ultimate Rare
SOI;Shadow of Infinity;Shadow-of-Infinity;Adhesive Explosive (V.2 - Rare);2;Rare
BP01;Battle Pack: Epic Dawn;Battle-Pack:-Epic-Dawn;Adreus, Keeper of Armageddon (V.1 - Rare);1;Rare
GENF;Generation Force;Generation-Force;Adreus, Keeper of Armageddon (V.1 - Secret Rare);1;Secret Rare
GENF;Generation Force;Generation-Force;Adreus, Keeper of Armageddon (V.2 - Oversized);2;Oversized
BP01;Battle Pack: Epic Dawn;Battle-Pack:-Epic-Dawn;Adreus, Keeper of Armageddon (V.2 - Starfoil Rare);2;Starfoil Rare
ANPR;Ancient Prophecy;Ancient-Prophecy;Advance Draw;0;
DESO;Destiny Soldiers;Destiny-Soldiers;Advance Draw;0;
DP09;Duelist Pack: Yusei Fudo 2;Duelist-Pack:-Yusei-Fudo-2;Advance Draw;0;
DPCT;Duelist Pack Collection Tin 2010;Duelist-Pack-Collection-Tin-2010;Advance Draw;0;
LC5D;Legendary Collection 5D's: Mega Pack;Legendary-Collection-5D's:-Mega-Pack;Advance Draw;0;
ABPF;Absolute Powerforce;Absolute-Powerforce;Advance Force;0;
OP01;OTS Tournament Pack 1;OTS-Tournament-Pack-1;Advance Zone;0;
REDU;Return of the Duelist;Return-of-the-Duelist;Advance Zone;0;
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Advanced Crystal Beast Amber Mammoth;0;
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Amber Mammoth (V.1 - Common);1;Common
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Amber Mammoth (V.2 - Parallel Rare);2;Parallel Rare
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Advanced Crystal Beast Amethyst Cat;0;
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Amethyst Cat (V.1 - Common);1;Common
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Amethyst Cat (V.2 - Parallel Rare);2;Parallel Rare
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Advanced Crystal Beast Cobalt Eagle;0;
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Cobalt Eagle (V.1 - Common);1;Common
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Cobalt Eagle (V.2 - Parallel Rare);2;Parallel Rare
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Advanced Crystal Beast Emerald Tortoise;0;
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Emerald Tortoise (V.1 - Common);1;Common
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Emerald Tortoise (V.2 - Parallel Rare);2;Parallel Rare
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Advanced Crystal Beast Ruby Carbuncle;0;
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Ruby Carbuncle (V.1 - Super Rare);1;Super Rare
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Ruby Carbuncle (V.2 - Collectors Rare);2;Collectors Rare
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Advanced Crystal Beast Sapphire Pegasus;0;
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Sapphire Pegasus (V.1 - Ultra Rare);1;Ultra Rare
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Sapphire Pegasus (V.2 - Collectors Rare);2;Collectors Rare
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Advanced Crystal Beast Topaz Tiger;0;
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Topaz Tiger (V.1 - Common);1;Common
AC02;Animation Chronicle 2022;Animation-Chronicle-2022;Advanced Crystal Beast Topaz Tiger (V.2 - Parallel Rare);2;Parallel Rare
BLCR;Battles of Legend: Crystal Revenge;Battles-of-Legend:-Crystal-Revenge;Advanced Dark;0;
LDS1;Legendary Duelists: Season 1;Legendary-Duelists:-Season-1;Advanced Dark;0;
LGB1;Legendary Gold Box;Legendary-Gold-Box;Advanced Dark;0;
REDU;Return of the Duelist;Return-of-the-Duelist;Advanced Dark;0;
SD44;Structure Deck: Legend of the Crystals;Structure-Deck:-Legend-of-the-Crystals;Advanced Dark;0;
SDCB;Structure Deck: Legend of the Crystal Beasts;Structure-Deck:-Legend-of-the-Crystal-Beasts;Advanced Dark;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Advanced Dark;0;
SHVA;Shadows in Valhalla;Shadows-in-Valhalla;Advanced Dark;0;
ABYR;Abyss Rising;Abyss-Rising;Advanced Heraldry Art;0;
20AP-1;20th Anniversary Pack 1st Wave;20th-Anniversary-Pack-1st-Wave;Advanced Ritual Art;0;
AP05;Astral Pack Five;Astral-Pack-Five;Advanced Ritual Art;0;
DR02;Duel Royale Deck Set EX Round 2;Duel-Royale-Deck-Set-EX-Round-2;Advanced Ritual Art;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Advanced Ritual Art;0;
DUSA;Duelist Saga;Duelist-Saga;Advanced Ritual Art;0;
GFP2;Ghosts From the Past: The 2nd Haunting;Ghosts-From-the-Past:-The-2nd-Haunting;Advanced Ritual Art;0;
PGL2;Premium Gold 2;Premium-Gold-2;Advanced Ritual Art;0;
SS04;Speed Duel Starter Decks: Match of the Millennium;Speed-Duel-Starter-Decks:-Match-of-the-Millennium;Advanced Ritual Art;0;
STON;Strike of Neos;Strike-of-Neos;Advanced Ritual Art;0;
STP3;Speed Duel: Tournament Pack 3;Speed-Duel:-Tournament-Pack-3;Advanced Ritual Art;0;
THSF;The Secret Forces;The-Secret-Forces;Advanced Ritual Art;0;
TU04;Turbo Pack: Booster Four;Turbo-Pack:-Booster-Four;Advanced Ritual Art;0;
DR01;Duel Royale Deck Set EX;Duel-Royale-Deck-Set-EX;Advanced Ritual Art (V.1 - Common);1;Common
DR01;Duel Royale Deck Set EX;Duel-Royale-Deck-Set-EX;Advanced Ritual Art (V.2 - Super Rare);2;Super Rare
BOSH;Breakers of Shadow;Breakers-of-Shadow;Aegaion the Sea Castrum;0;
BOSH-JP;Breakers of Shadow (OCG);Breakers-of-Shadow-(OCG);Aegaion the Sea Castrum;0;
MP16;2016 Mega-Tin Mega Pack;2016-Mega-Tin-Mega-Pack;Aegaion the Sea Castrum;0;
GLD3;Gold Series 3;Gold-Series-3;Aegis of Gaia;0;
STON;Strike of Neos;Strike-of-Neos;Aegis of Gaia;0;
ANPR;Ancient Prophecy;Ancient-Prophecy;Aegis of the Ocean Dragon Lord;0;
SDRE;Structure Deck: Realm of the Sea Emperor;Structure-Deck:-Realm-of-the-Sea-Emperor;Aegis of the Ocean Dragon Lord;0;
LTGY;Lord of the Tachyon Galaxy;Lord-of-the-Tachyon-Galaxy;Aerial Recharge;0;
LVP3;LINK VRAINS Pack 3;LINK-VRAINS-Pack-3;Aerial Recharge;0;
MP14;2014 Mega-Tins Mega-Pack;2014-Mega-Tins-Mega-Pack;Aerial Recharge;0;
DAMA;Dawn of Majesty;Dawn-of-Majesty;Aeropixthree;0;
DAMA-JP;Dawn of Majesty (OCG);Dawn-of-Majesty-(OCG);Aeropixthree;0;
MP22;2022 Tin of the Pharaoh's Gods;2022-Tin-of-the-Pharaoh's-Gods;Aeropixthree;0;
DEM3;Demo Deck 2016;Demo-Deck-2016;Aether, the Empowering Dragon;0;
ST14;Starter Deck 2014;Starter-Deck-2014;Aether, the Empowering Dragon;0;
YS14;Super Starter: Space-Time Showdown;Super-Starter:-Space-Time-Showdown;Aether, the Empowering Dragon;0;
CORE-JP;Clash of Rebellions (OCG);Clash-of-Rebellions-(OCG);Aether, the Evil Empowering Dragon;0;
CT13;2016 Mega-Tins;2016-Mega-Tins;Aether, the Evil Empowering Dragon;0;
CBLZ;Cosmo Blazer;Cosmo-Blazer;After the Storm;0;
DB2;Dark Beginning 2;Dark-Beginning-2;After the Struggle;0;
LOD;Legacy of Darkness;Legacy-of-Darkness;After the Struggle (V.1 - Rare);1;Rare
LOD;Legacy of Darkness;Legacy-of-Darkness;After the Struggle (V.2 - Rare);2;Rare
BLAR;Battles of Legend: Armageddon;Battles-of-Legend:-Armageddon;Afterglow;0;
CP20;Collection Pack 2020;Collection-Pack-2020;Afterglow;0;
DP11;Duelist Pack: Crow;Duelist-Pack:-Crow;Against the Wind;0;
OP20;OTS Tournament Pack 20;OTS-Tournament-Pack-20;Against the Wind;0;
RGBT;Raging Battle;Raging-Battle;Against the Wind;0;
MP19;2019 Gold Sarcophagus Tin Mega Pack;2019-Gold-Sarcophagus-Tin-Mega-Pack;Agave Dragon;0;
SOFU;Soul Fusion;Soul-Fusion;Agave Dragon;0;
SOFU-JP;Soul Fusion (OCG);Soul-Fusion-(OCG);Agave Dragon;0;
WCS;World Championship Series Promos;World-Championship-Series-Promos;Aggiba, the Malevolent Sh'nn S'yo (V.1 - Special);1;Special
