Deck,Title,LowerPrice,DateTime
BLHR,Battlewasp - Sting the Poison,"0,06 €",2023-03-02
BLHR,Battlewasp - Pin the Bullseye,"0,04 €",2023-03-02
MAGO,Barrier Statue of the Abyss,"0,02 €",2023-03-02
BLHR,Battlewasp - Twinbow the Attacker,"0,02 €",2023-03-02
MAGO,Barrier Statue of the Heavens,"0,02 €",2023-03-02
AC14,Battlecruiser Dianthus,"0,02 €",2023-03-02
MAGO,Barrier Statue of the Inferno,"0,02 €",2023-03-02
BLHR,Battlewasp - Arbalest the Rapidfire,"0,02 €",2023-03-02
LCKC,B-Buster Drake,"0,35 €",2023-03-02
SDKS,B-Buster Drake,"0,10 €",2023-03-02
LVP3,B-Buster Drake,"0,10 €",2023-03-02
SDKS-JP,B-Buster Drake,,2023-03-02
PHHY,"Beargram, Shelled Emperor of the Forest Crown","0,40 €",2023-03-02
MAMA,Beautunaful Princess,"0,02 €",2023-03-02
BROL,"Beatrice, Lady of the Eternal","0,02 €",2023-03-02
MP22,Beetrooper Scout Buggy,"0,02 €",2023-03-02
DIFO,Beyond the Pendulum,"10,00 €",2023-03-02
MP22,Beetrooper Sting Lancer,"0,02 €",2023-03-02
MP22,Beetrooper Scale Bomber,"0,02 €",2023-03-02
MP22,Beetrooper Armor Horn,"0,02 €",2023-03-02
GEIM,Beat Cop from the Underworld (V.1 - Super Rare),"0,02 €",2023-03-02
MP22,Beetrooper Descent,"0,02 €",2023-03-02
MP22,Beetrooper Landing,"0,02 €",2023-03-02
TAMA,Bearblocker,"0,02 €",2023-03-02
MP19,"Beat, Bladesman Fur Hire","1,90 €",2023-03-02
MP22,Beetrooper Formation,"0,02 €",2023-03-02
LIOV,Benghalancer the Resurgent,"2,50 €",2023-03-02
MP22,Beetrooper Light Flapper,"0,02 €",2023-03-02
MP22,Beetrooper Assault Roller,"0,02 €",2023-03-02
DAMA,Beetrooper Fly & Sting,"0,02 €",2023-03-02
MP22,Beetrooper Fly & Sting,"0,02 €",2023-03-02
BODE,Beetrooper Landing,"0,02 €",2023-03-02
PHHY,Big Welcome Labrynth,"4,89 €",2023-03-02
PHHY,Bio Insect Armor,"0,02 €",2023-03-02
MP22,Binary Blader,"0,02 €",2023-03-02
LDS2,"Bingo Machine, Go!!!","15,85 €",2023-03-02
LDS2,Bird of Roses,"0,02 €",2023-03-02
LIOV,Birth of the Prominence Flame,"0,02 €",2023-03-02
SS03,Big Insect,"0,02 €",2023-03-02
YGLD,Big Shield Gardna,"0,02 €",2023-03-02
MP22,Birth of the Prominence Flame,"0,02 €",2023-03-02
SDCL,Binary Sorceress,"0,02 €",2023-03-02
SR04,Big Evolution Pill,"0,02 €",2023-03-02
EXFO,Bitrooper,"0,02 €",2023-03-02
DP10,Big One Warrior,"0,02 €",2023-03-02
LIOV,Binary Blader,"0,02 €",2023-03-02
LDK2,Big Shield Gardna,"0,02 €",2023-03-02
5DS1,Birthright,"0,02 €",2023-03-02
PGLD,Big Belly Knight,"0,02 €",2023-03-02
LED3,"Bingo Machine, Go!!!","15,00 €",2023-03-02
LON,Bio-Mage (V.1 - Common),"0,02 €",2023-03-02
SD8,Birdface,"0,02 €",2023-03-02
BLCR,"Blackbeard, the Plunder Patroll Captain","0,05 €",2023-03-02
DABL,"Blazing Cartesia, the Virtuous (V.1 - Secret Rare)","32,00 €",2023-03-02
BLCR,Blackwing - Gale the Whirlwind,"0,02 €",2023-03-02
BLCR,Blackwing - Bora the Spear,"0,02 €",2023-03-02
BLCR,Blackwing - Blizzard the Far North,"0,02 €",2023-03-02
BLCR,Blackwing - Sirocco the Dawn,"0,02 €",2023-03-02
BLCR,Blackwing - Vayu the Emblem of Honor,"0,10 €",2023-03-02
MAMA,Black Luster Soldier - Soldier of Chaos (V.1 - Ultra Rare),"3,70 €",2023-03-02
BLCR,Blackwing - Simoon the Poison Wind,"0,02 €",2023-03-02
BLCR,Blackwing Full Armor Master,"0,02 €",2023-03-02
DABL,Blackwing - Shamal the Sandstorm,"0,02 €",2023-03-02
DABL,Blackwing - Vata the Emblem of Wandering,"0,02 €",2023-03-02
MAMA,Blue-Eyes Abyss Dragon,"0,29 €",2023-03-02
DABL,Blackwing - Twin Shadow,"0,02 €",2023-03-02
DABL,Black Feather Whirlwind,"0,02 €",2023-03-02
GFP2,"Bluebeard, the Plunder Patroll Shipwright","0,02 €",2023-03-02
DABL,Blackwing - Boreastorm the Wicked Wind,"0,02 €",2023-03-02
DABL,Blackwing - Chinook the Snow Blast,"0,02 €",2023-03-02
DABL,Blackwing - Sudri the Phantom Glimmer,"2,50 €",2023-03-02
BLCR,Blackwing - Breeze the Zephyr,"0,02 €",2023-03-02
LED2,BM-4 Blast Spider,"0,02 €",2023-03-02
DP19,BM-4 Blast Spider,"0,20 €",2023-03-02
TAMA,Book of Eclipse,"0,02 €",2023-03-02
DUDE,Book of Eclipse,"0,05 €",2023-03-02
MP22,Book of Lunar Eclipse,"0,02 €",2023-03-02
SDCH,Book of Eclipse,"0,02 €",2023-03-02
MAMA,Borrelsword Dragon,"0,70 €",2023-03-02
EGS1,Book of Moon,"0,02 €",2023-03-02
LIOV,Book of Lunar Eclipse (V.1 - Secret Rare),"1,50 €",2023-03-02
BLCR,Borreload Savage Dragon (V.1 - Secret Rare),"11,50 €",2023-03-02
GEIM,Bottomless Trap Hole,"0,02 €",2023-03-02
SDBT,Bottomless Trap Hole,"0,02 €",2023-03-02
BLAR,Book of Moon,"0,30 €",2023-03-02
MGED,Book of Moon,"0,09 €",2023-03-02
HAC1,Book of Moon,"0,15 €",2023-03-02
SGX1,Book of Moon (V.1 - Common),"0,05 €",2023-03-02
SGX1,Book of Moon (V.2 - Secret Rare),"1,80 €",2023-03-02
GFP2,Borrelend Dragon,"0,49 €",2023-03-02
BLRR,Bottomless Trap Hole,"0,20 €",2023-03-02
LIOV,Boo-Boo Game,"0,02 €",2023-03-02
AP08,Book of Eclipse,"0,90 €",2023-03-02
YS17,Book of Moon,"0,02 €",2023-03-02
PHHY,Branded Befallen,"0,02 €",2023-03-02
MP22,Branded Opening,"3,50 €",2023-03-02
SDAZ,Branded Fusion,"0,90 €",2023-03-02
DABL,Branded Regained,"0,05 €",2023-03-02
DABL,Branded Beast,"0,02 €",2023-03-02
MP22,Branded in High Spirits,"0,02 €",2023-03-02
MP22,Branded in Red,"2,19 €",2023-03-02
POTE,Branded Expulsion,"0,02 €",2023-03-02
DIFO,Branded Banishment,"0,80 €",2023-03-02
LIOV,Branded in White,"0,02 €",2023-03-02
SDAZ,Branded Retribution,"0,02 €",2023-03-02
DAMA,Branded Opening,"3,49 €",2023-03-02
POTE,Branded in Central Dogmatika,"0,02 €",2023-03-02
BODE,Branded in High Spirits,"0,02 €",2023-03-02
SDAZ,Branded Lost,"0,02 €",2023-03-02
BODE,Branded in Red,"2,99 €",2023-03-02
DUDE,"Brionac, Dragon of the Ice Barrier","0,02 €",2023-03-02
PHRA,Brigrand the Glory Dragon,"0,20 €",2023-03-02
SR13,"Broww, Huntsman of Dark World","0,02 €",2023-03-02
MP22,Branded Bond,"0,02 €",2023-03-02
DUOV,Bujinki Ahashima,"4,25 €",2023-03-02
MAMA,Bururu @Ignister,"0,02 €",2023-03-02
GFTP,Buster Dragon,"0,02 €",2023-03-02
MAGO,"Buster Blader, the Dragon Destroyer Swordsman","0,05 €",2023-03-02
LED9,Buzzsaw Shark,"0,02 €",2023-03-02
SR04,Burial from a Different Dimension,"0,02 €",2023-03-02
BOSH,Buster Whelp of the Destruction Swordsman,"0,99 €",2023-03-02
LIOV,Bujin Torifune,"0,02 €",2023-03-02
LTGY,"Burner, Dragon Ruler of Sparks","0,02 €",2023-03-02
LIOV,Bujin Mahitotsu,"0,02 €",2023-03-02
THSF,Burial from a Different Dimension,"0,02 €",2023-03-02
MAGO,"Buster Blader, the Destruction Swordmaster","0,02 €",2023-03-02
KICO,Burning Soul,"0,05 €",2023-03-02
ETCO,Buzzsaw Shark,"0,02 €",2023-03-02
CT11,Bujintei Susanowo,"0,02 €",2023-03-02
BLLR,Bujintei Tsukuyomi,"0,05 €",2023-03-02
IOC,Burning Algae (V.1 - Common),"0,02 €",2023-03-02
MP21,Buzzsaw Shark,"0,02 €",2023-03-02
SR07,Burial from a Different Dimension,"0,02 €",2023-03-02
MACR,Bujin Hiruko,"0,02 €",2023-03-02
PHHY,Bystial Baldrake,"0,02 €",2023-03-02
DABL,Bystial Saronir,"2,00 €",2023-03-02
DABL,Bystial Magnamhut,"8,49 €",2023-03-02
DABL,Bystial Druiswurm,"4,10 €",2023-03-02
MP20,Bye Bye Damage,"0,02 €",2023-03-02
SS05,Byser Shock,"0,03 €",2023-03-02
CHIM,Bye Bye Damage,"0,02 €",2023-03-02
DABL-JP,Bystial Magnamhut,"1,00 €",2023-03-02
SDDE,By Order of the Emperor,"0,02 €",2023-03-02
SR01,By Order of the Emperor,"0,02 €",2023-03-02
CDIP,Byroad Sacrifice,"0,02 €",2023-03-02
DABL-JP,Bystial Druiswurm,"1,95 €",2023-03-02
PHHY-JP,Bystial Baldrake,"0,09 €",2023-03-02
DR1,Byser Shock,"0,75 €",2023-03-02
DABL-JP,Bystial Saronir,"1,95 €",2023-03-02
PGD,Byser Shock,"0,99 €",2023-03-02
CYAC-JP,Bystial Dis Pater (V.1 - Super Rare),"3,35 €",2023-03-02
CYAC-JP,Bystial Dis Pater (V.3 - Starlight Rare),,2023-03-02
19PP,Bye Bye Damage (V.3 - Secret Rare),,2023-03-02
19PP,Bye Bye Damage (V.2 - Ultra Rare),"5,00 €",2023-03-02
SDAZ,Called by the Grave,"0,30 €",2023-03-02
PHHY,Cassimolar,"0,02 €",2023-03-02
MAMA,Cat Shark,"0,02 €",2023-03-02
AMDE,Card Trooper (V.1 - Rare),"0,02 €",2023-03-02
DUDE,Called by the Grave,"0,50 €",2023-03-02
OP19,Caius the Shadow Monarch,"0,02 €",2023-03-02
GRCR,"Castel, the Skyblaster Musketeer","0,02 €",2023-03-02
POTE,Cartorhyn the Hidden Gem of the Seafront,"0,02 €",2023-03-02
FLOD,Called by the Grave,"0,20 €",2023-03-02
SR13,Card Destruction,"0,02 €",2023-03-02
SDDE,Caius the Shadow Monarch,"0,02 €",2023-03-02
MP19,Called by the Grave,"0,99 €",2023-03-02
DUPO,Card of Demise,"1,00 €",2023-03-02
LCKC,Card of Demise,"1,50 €",2023-03-02
DUDE,"Castel, the Skyblaster Musketeer","0,02 €",2023-03-02
CHIM,Cauldron of the Old Man,"0,02 €",2023-03-02
EXFO,Called by the Grave,"0,49 €",2023-03-02
SDCS,Call of the Haunted,"0,02 €",2023-03-02
MP20,Capshell,"0,02 €",2023-03-02
EGS1,Caligo Claw Crow,"0,02 €",2023-03-02
LCKC,C-Crush Wyvern,"0,10 €",2023-03-02
SDKS,C-Crush Wyvern,"0,19 €",2023-03-02
LVP3,C-Crush Wyvern,"0,08 €",2023-03-02
SDKS-JP,C-Crush Wyvern,,2023-03-02
SR13,"Ceruli, Guru of Dark World","0,02 €",2023-03-02
BROL,Centaur Mina,"0,02 €",2023-03-02
LART,"Celestia, Lightsworn Angel","0,10 €",2023-03-02
DUOV,Celestial Knightlord Parshath,"0,20 €",2023-03-02
DABL,Celestial Apparatus Tesea,"0,02 €",2023-03-02
SDSA,Cerulean Skyfire,"0,03 €",2023-03-02
DUSA,Celestial Double Star Shaman,"0,95 €",2023-03-02
BLLR,"Celestia, Lightsworn Angel","0,02 €",2023-03-02
CYHO,Celestial Observatory,"0,40 €",2023-03-02
SDGU,"Ceruli, Guru of Dark World","0,02 €",2023-03-02
HISU,Cerulean Sacred Phoenix of Nephthys,"0,64 €",2023-03-02
MVP1,Celtic Guard of Noble Arms (V.3 - Secret Rare),"0,05 €",2023-03-02
SR05,Celestial Transformation,"0,02 €",2023-03-02
MP19,Celestial Observatory,"0,02 €",2023-03-02
PGLD,"Celestia, Lightsworn Angel","0,02 €",2023-03-02
PGL2,Ceasefire,"0,02 €",2023-03-02
EOJ,Celestial Transformation,"0,02 €",2023-03-02
SDLI,"Celestia, Lightsworn Angel","0,02 €",2023-03-02
CYHO,Centerfrog,"0,02 €",2023-03-02
YSD,Cemetery Bomb,"0,02 €",2023-03-02
PHHY,Chaos Mirage Dragon,"0,02 €",2023-03-02
PHHY,Chaos Witch,"0,02 €",2023-03-02
PHHY,Choju of the Trillion Hands,"0,02 €",2023-03-02
MAMA,Chaos Hunter,"0,05 €",2023-03-02
PHHY,Chaos Beast,"0,02 €",2023-03-02
PHHY,Chaos Archfiend,"0,39 €",2023-03-02
PHHY,Chaos Phantasm,"0,02 €",2023-03-02
BLCR,Chaos Space,"1,30 €",2023-03-02
MAMA,Change of Heart (V.1 - Ultra Rare),"1,50 €",2023-03-02
BLCR,Chaos Valkyria,"0,02 €",2023-03-02
KICO,"Chaofeng, Phantom of the Yang Zing","0,03 €",2023-03-02
BLCR,Chaos Daedalus,"0,02 €",2023-03-02
GFP2,Chimeratech Fortress Dragon,"0,09 €",2023-03-02
TOCH,Chaos Emperor Dragon - Envoy of the End (V.1 - Rare),"0,02 €",2023-03-02
TOCH,Chaos Sorcerer,"0,02 €",2023-03-02
GFP2,Chimeratech Megafleet Dragon,"0,08 €",2023-03-02
DUOV,Chaos Goddess,"0,02 €",2023-03-02
GFP2,Chimeratech Rampage Dragon,"0,02 €",2023-03-02
SDAZ,Chaos Dragon Levianeer,"0,02 €",2023-03-02
TOCH,Chaos Zone,"0,02 €",2023-03-02
PHHY,Circle of the Fairies,"0,02 €",2023-03-02
BROL,Cipher Interference,"0,02 €",2023-03-02
GFP2,Cipher Twin Raptor,"0,02 €",2023-03-02
BROL,Cipher Biplane,"0,02 €",2023-03-02
LED9,Citadel Whale,"0,02 €",2023-03-02
DUEA,"Cir, Malebranche of the Burning Abyss","0,69 €",2023-03-02
PGL3,"Cir, Malebranche of the Burning Abyss","1,46 €",2023-03-02
HISU,Circle of the Fire Kings,"0,02 €",2023-03-02
OP03,Cipher Soldier,"0,02 €",2023-03-02
SDSB,Circle of the Fire Kings,"0,02 €",2023-03-02
DRL3,Cipher Wing,"0,02 €",2023-03-02
RATE,Cipher Etranger,"0,02 €",2023-03-02
RATE,Cipher Spectrum,"0,02 €",2023-03-02
SDMM,Cipher Soldier,"0,02 €",2023-03-02
MAGO,Circle of the Fire Kings,"0,02 €",2023-03-02
CP04,Cipher Soldier,"0,10 €",2023-03-02
LDS1,Citadel Whale (V.1 - Ultra Rare),"0,09 €",2023-03-02
DPDG,Cipher Twin Raptor,"0,02 €",2023-03-02
DPDG,Cipher Mirror Knight,"0,02 €",2023-03-02
INOV,Cipher Mirror Knight,"0,02 €",2023-03-02
BLCR,Clockwork Night,"4,99 €",2023-03-02
LED8,Clear Wing Synchro Dragon,"0,05 €",2023-03-02
KICO,Cloudcastle,"0,02 €",2023-03-02
DUDE,Clear Wing Fast Dragon,"0,02 €",2023-03-02
BACH,Clear New World,"0,02 €",2023-03-02
MP22,"Clavkiys, the Magikey Skyblaster","0,02 €",2023-03-02
DAMA,"Clavkiys, the Magikey Skyblaster","0,02 €",2023-03-02
EXFO,"Clara & Rushka, the Ventriloduo","0,75 €",2023-03-02
LEDD,Clear Wing Synchro Dragon,"0,05 €",2023-03-02
DANE,Cloudian Aerosol,"0,02 €",2023-03-02
GLAS,Cloudian - Smoke Ball,"0,02 €",2023-03-02
MVP1,Clear Kuriboh (V.3 - Secret Rare),"0,05 €",2023-03-02
MVP1,Clear Kuriboh (V.2 - Gold Rare),"0,02 €",2023-03-02
SAST,Clock Lizard,"0,02 €",2023-03-02
LCKC,Cloning,"0,02 €",2023-03-02
MVP1,Clear Kuriboh (V.1 - Ultra Rare),"0,03 €",2023-03-02
CYHO,Cluster Congester,"0,02 €",2023-03-02
MP16,Clear Wing Synchro Dragon,"0,80 €",2023-03-02
LEHD,Clock Tower Prison,"0,02 €",2023-03-02
GLAS,Cloudian - Ghost Fog,"0,02 €",2023-03-02
PHHY,Core of Chaos,"0,02 €",2023-03-02
TAMA,Compulsory Evacuation Device,"0,02 €",2023-03-02
TAMA,Cosmic Cyclone (V.1 - Rare),"0,02 €",2023-03-02
SDCB,"Contact ""C""","0,02 €",2023-03-02
PHHY,Couples of Aces,"0,02 €",2023-03-02
OP18,"Contact ""C""","0,05 €",2023-03-02
SDCB,Cosmic Cyclone,"0,02 €",2023-03-02
DUOV,Compulsory Evacuation Device,"0,20 €",2023-03-02
AMDE,CONTAIN!,"0,02 €",2023-03-02
MGED,Conquistador of the Golden Land,"0,16 €",2023-03-02
DUDE,Cosmic Cyclone,"0,39 €",2023-03-02
ETCO,Codebreaker Virus Swordsman,"0,02 €",2023-03-02
LEHD,Coral Dragon,"2,00 €",2023-03-02
OP04,Coach King Giantrainer,"2,89 €",2023-03-02
GFP2,Code Exporter,"0,02 €",2023-03-02
LED6,Cosmic Blazar Dragon,"0,02 €",2023-03-02
SDLS,Consecrated Light,"0,02 €",2023-03-02
KICO,Constellar Ptolemy M7,"0,02 €",2023-03-02
MP22,Contract with the Abyss,"0,02 €",2023-03-02
LDS1,Cocoon of Ultra Evolution,"2,50 €",2023-03-02
MP22,Crossout Designator,"7,00 €",2023-03-02
MP21,Crossout Designator,"6,00 €",2023-03-02
BLCR,Crystal Beast Sapphire Pegasus,"0,02 €",2023-03-02
MP21,Cross-Sheep,"0,87 €",2023-03-02
BLCR,Crystal Beast Ruby Carbuncle,"0,02 €",2023-03-02
BLCR,Crystal Beast Topaz Tiger,"0,02 €",2023-03-02
BLCR,Crystal Beast Cobalt Eagle,"0,02 €",2023-03-02
BLCR,Crystal Beast Emerald Tortoise,"0,02 €",2023-03-02
BLCR,Crystal Beast Amber Mammoth,"0,02 €",2023-03-02
BLCR,Crystal Beast Amethyst Cat,"0,02 €",2023-03-02
SDCB,Crystal Beast Rainbow Dragon,"0,02 €",2023-03-02
SDCB,Crystal Bond,"0,04 €",2023-03-02
POTE,Cross Keeper,"0,02 €",2023-03-02
SDCB,Crystal Miracle,"0,02 €",2023-03-02
LED9,Crystal Shark,"0,02 €",2023-03-02
GFP2,Crystron Halqifibrax,"0,03 €",2023-03-02
BLCR,Crystal Skull,"0,02 €",2023-03-02
GFP2,Crimson Knight Vampire Bram,"0,02 €",2023-03-02
LCKC,Crush Card Virus (V.1 - Ultra Rare),"0,09 €",2023-03-02
SDCB,Crystal Beast Sapphire Pegasus,"0,02 €",2023-03-02
MGED,Cursed Eldland,"1,30 €",2023-03-02
DABL,Cucumber Horse,"0,02 €",2023-03-02
GFP2,Cupid Pitch,"0,02 €",2023-03-02
SGX2,Cursed Seal of the Forbidden Spell,"0,05 €",2023-03-02
BLCR,Curse Reflection Doll,"0,02 €",2023-03-02
LDS3,Curse Necrofear,"0,79 €",2023-03-02
DIFO,"Curse of Dragon, the Magical Knight Dragon","0,02 €",2023-03-02
DUOV,Cubic Ascension,"0,02 €",2023-03-02
DUOV,Cubic Dharma,"0,02 €",2023-03-02
TOCH,Curse of Dragonfire,"0,02 €",2023-03-02
BODE,Cupid Pitch,"0,02 €",2023-03-02
LODT,Cup of Ace,"0,02 €",2023-03-02
NECH,Cursed Bamboo Sword,"4,99 €",2023-03-02
DABL,Curse of Aramatir,"0,02 €",2023-03-02
DUOV,Cubic Causality,"0,02 €",2023-03-02
SESL,Cursed Eldland,"1,99 €",2023-03-02
EXFO,"Curious, the Lightsworn Dominion","0,49 €",2023-03-02
MVP1,Cubic Karma (V.1 - Ultra Rare),"0,02 €",2023-03-02
SR06,Curse of Darkness,"0,02 €",2023-03-02
MP21,"Curse of Dragon, the Cursed Dragon","0,02 €",2023-03-02
LED9,CXyz N.As.Ch. Knight,"0,02 €",2023-03-02
NECH,CXyz Barian Hope (V.1 - Super Rare),"0,05 €",2023-03-02
NUMH,CXyz Simon the Great Moral Leader,"0,02 €",2023-03-02
NUMH,CXyz Skypalace Babylon,"0,02 €",2023-03-02
NUMH,CXyz Comics Hero Legend Arthur,"0,02 €",2023-03-02
MP15,CXyz Barian Hope,"0,08 €",2023-03-02
NUMH,CXyz Mechquipped Djinn Angeneral,"0,02 €",2023-03-02
NUMH,CXyz Battleship Cherry Blossom,"0,02 €",2023-03-02
LTGY,CXyz Dark Fairy Cheer Girl,"0,02 €",2023-03-02
NUMH,CXyz Coach Lord Ultimatrainer,"0,02 €",2023-03-02
NECH,CXyz Barian Hope (V.2 - Super Rare),"0,15 €",2023-03-02
HC01,CXyz Barian Hope (V.2 - Secret Rare),"0,49 €",2023-03-02
HC01,CXyz Barian Hope (V.3 - Ultimate Rare),"4,00 €",2023-03-02
HC01,CXyz Barian Hope (V.1 - Parallel Rare),"0,04 €",2023-03-02
CPZ1,CXyz Battleship Cherry Blossom (V.1 - Super Rare),,2023-03-02
CPZ1,CXyz Battleship Cherry Blossom (V.2 - Collectors Rare),,2023-03-02
CPZ1,CXyz Coach Lord Ultimatrainer,,2023-03-02
CPZ1,CXyz Comics Hero Legend Arthur (V.1 - Super Rare),,2023-03-02
CPZ1,CXyz Comics Hero Legend Arthur (V.2 - Collectors Rare),,2023-03-02
CPZ1,CXyz Mechquipped Djinn Angeneral,,2023-03-02
MAMA,Cyber Revsystem,"0,02 €",2023-03-02
MGED,Cynet Mining,"2,15 €",2023-03-02
SDCS,Cyber Dragon Herz,"0,02 €",2023-03-02
GEIM,Cyberse Gadget,"0,02 €",2023-03-02
SDCS,Cyber Emergency,"0,02 €",2023-03-02
SDCS,Cyber Dragon,"0,02 €",2023-03-02
GEIM,Cyber Angel Benten,"0,02 €",2023-03-02
GEIM,Cyber Emergency,"0,02 €",2023-03-02
SDCS,Cyber Dragon Nachster,"0,02 €",2023-03-02
SDCS,Cyber End Dragon,"0,02 €",2023-03-02
LART,Cyber Angel Benten,"0,40 €",2023-03-02
SDCS,Cyberdark End Dragon,"0,02 €",2023-03-02
MGED,Cyberse Gadget,"0,02 €",2023-03-02
SDCS,Cybernetic Horizon,"0,02 €",2023-03-02
SDCS,Cyberdark Realm,"0,02 €",2023-03-02
OP16,Cyber-Stein,"0,49 €",2023-03-02
SDCS,Cyberdark Chimera,"0,02 €",2023-03-02
LDS2,Cyber Dragon Sieger,"0,99 €",2023-03-02
SDCS,Cyber Dragon Core,"0,02 €",2023-03-02
SDCS,Cyber Dragon Vier,"0,02 €",2023-03-02
SDAZ,Dark Ruler No More,"0,29 €",2023-03-02
MP22,Dark Ruler No More,"0,39 €",2023-03-02
MGED,Danger! Nessie!,"5,99 €",2023-03-02
SR13,Danger! Bigfoot!,"0,10 €",2023-03-02
LEDD,Dark Magician,"0,02 €",2023-03-02
SR13,Danger! Mothman!,"0,10 €",2023-03-02
MAMA,Dark Calling,"0,02 €",2023-03-02
SR13,Danger! Thunderbird!,"0,02 €",2023-03-02
BLAR,"Dark Armed, the Dragon of Annihilation","8,50 €",2023-03-02
SR13,Dark World Accession,"0,08 €",2023-03-02
GFP2,Dark Magician the Dragon Knight,"0,05 €",2023-03-02
SDCH,Dark Ruler No More,"0,40 €",2023-03-02
SR13,Dark World Dealings,"0,02 €",2023-03-02
SR13,Danger!? Tsuchinoko?,"0,09 €",2023-03-02
TN19,Dark Ruler No More,"1,40 €",2023-03-02
LEHD,Dark Hole (V.1 - Ultra Rare),"0,30 €",2023-03-02
MAMA,"Dakki, the Graceful Mayakashi","0,02 €",2023-03-02
SR13,Dark World Archives,"0,05 €",2023-03-02
MP22,Dark Honest,"0,02 €",2023-03-02
MP22,Dark Infant @Ignister,"0,02 €",2023-03-02
PHSW,D-Boyz,"1,00 €",2023-03-02
DESO,D Cubed,"0,09 €",2023-03-02
LEHD,D Cubed,"0,02 €",2023-03-02
SGX1,D - Counter,"0,02 €",2023-03-02
SGX1,D - Chain,"0,02 €",2023-03-02
DP05,D - Counter,"0,02 €",2023-03-02
DP05,D - Chain,"0,02 €",2023-03-02
POTD,D - Chain (V.1 - Rare),"0,02 €",2023-03-02
POTD,D - Chain (V.2 - Ultimate Rare),"0,99 €",2023-03-02
LCGX,D - Counter,"0,02 €",2023-03-02
LCGX,D - Chain,"0,02 €",2023-03-02
SPDS,D Cubed (V.1 - Common),"0,35 €",2023-03-02
SPDS,D Cubed (V.2 - Parallel Rare),,2023-03-02
BLCR,D.D. Crow,"0,49 €",2023-03-02
MP22,D/D/D Supersight King Zero Maxwell,"0,02 €",2023-03-02
MAMA,D/D Savant Kepler,"0,02 €",2023-03-02
BACH,D/D/D Deviser King Deus Machinex,"5,90 €",2023-03-02
GFP2,D/D/D Duo-Dawn King Kali Yuga,"0,02 €",2023-03-02
BACH,D/D Gryphon,"0,02 €",2023-03-02
DUOV,D/D/D Abyss King Gilgamesh,"0,05 €",2023-03-02
GFP2,D/D Swirl Slime,"0,02 €",2023-03-02
GFP2,D/D/D Destiny King Zero Laplace,"0,02 €",2023-03-02
GFP2,D/D Savant Copernicus,"0,02 €",2023-03-02
DUDE,D.D. Crow,"0,90 €",2023-03-02
MACR,D/D/D Stone King Darius,"0,02 €",2023-03-02
MAGO,D.D. Warrior Lady,"0,02 €",2023-03-02
GFP2,D/D/D Vice King Requiem,"0,02 €",2023-03-02
OP19,D/D/D Flame King Genghis,"0,02 €",2023-03-02
GFP2,D/D Necro Slime,"0,02 €",2023-03-02
BACH,D/D/D Headhunt,"0,02 €",2023-03-02
SDPD,D/D Orthros,"0,15 €",2023-03-02
SGX1,D.D. Warrior Lady (V.2 - Secret Rare),"0,75 €",2023-03-02
MP22,D.D. Assault Carrier,"0,02 €",2023-03-02
DABL,Destructive Daruma Karma Cannon,"1,49 €",2023-03-02
MP22,Despian Quaeritis,"0,20 €",2023-03-02
OP19,Destrudo the Lost Dragon's Frisson,"0,10 €",2023-03-02
GFP2,Despian Tragedy,"0,05 €",2023-03-02
MP22,Despian Tragedy,"0,02 €",2023-03-02
MP22,Destiny HERO - Destroyer Phoenix Enforcer,"5,00 €",2023-03-02
MP22,Despian Proskenion,"0,02 €",2023-03-02
CIBR,Destrudo the Lost Dragon's Frisson,"0,15 €",2023-03-02
DUDE,Denko Sekka,"0,05 €",2023-03-02
MGED,Deep Sea Diva,"0,02 €",2023-03-02
DAMA,Despian Tragedy,"0,02 €",2023-03-02
SR13,Deck Devastation Virus,"0,02 €",2023-03-02
GFP2,Decode Talker Heatsoul,"0,49 €",2023-03-02
DAMA,Despian Proskenion,"0,10 €",2023-03-02
DAMA,"Despia, Theater of the Branded","0,02 €",2023-03-02
MP22,Despian Comedy,"0,02 €",2023-03-02
GFP2,"Despia, Theater of the Branded","0,25 €",2023-03-02
BROL,Detonate,"0,02 €",2023-03-02
MP22,"Despia, Theater of the Branded","0,02 €",2023-03-02
SGX1,Destiny HERO - Malicious,"0,12 €",2023-03-02
BROL,D - Force,"0,04 €",2023-03-02
DESO,D-Fusion,"0,09 €",2023-03-02
LODT,D - Fortune,"0,02 €",2023-03-02
LEHD,D-Fusion,"0,02 €",2023-03-02
LODT,D - Formation,"0,02 €",2023-03-02
LCGX,D - Formation,"0,02 €",2023-03-02
LCGX,D - Fortune,"0,02 €",2023-03-02
AC01,D - Force (V.1 - Super Rare),"0,28 €",2023-03-02
AC01,D - Force (V.2 - Collectors Rare),"19,95 €",2023-03-02
SPDS,D-Fusion,"0,80 €",2023-03-02
BACH,"Dharc the Dark Charmer, Gloomy (V.1 - Super Rare)","3,80 €",2023-03-02
DASA,Dhampir Vampire Sheridan,"0,23 €",2023-03-02
TDGS,Dharc the Dark Charmer,"0,02 €",2023-03-02
MP19,Dhampir Vampire Sheridan,"0,02 €",2023-03-02
SDK,D. Human (V.1 - Common),"0,02 €",2023-03-02
PEVO,Dharma-Eye Magician,"0,02 €",2023-03-02
BACH-JP,"Dharc the Dark Charmer, Gloomy (V.1 - Super Rare)","2,50 €",2023-03-02
